"name","birthDate","birthPlace","height","weight","startYear","endYear","leagues","positions","teams","awards"
"Demetris Morant",1992-08-20,"Miami",2.0574,95256.0,2017-01-01,,"Liga Națională (men's basketball)","Center (basketball), Power forward (basketball)","CSM Focșani (men's basketball)","ASUN Conference"
"Boris Barać",1992-02-21,"Mostar",,105000.0,2010-01-01,,"Nemzeti Bajnokság I/A (men's basketball)","Power forward (basketball)","Falco KC Szombathely","2011–12 Basketball Championship of Bosnia and Herzegovina, National Basketball League (Czech Republic)"
"Boris Barać",1992-02-21,"Mostar",,105000.0,2010-01-01,,"Nemzeti Bajnokság I/A (men's basketball)","Power forward (basketball)","Falco KC Szombathely","Czech Republic Basketball Cup, Portuguese Basketball Cup"
"Adrian Uter",1984-10-27,"Queens",,102000.0,2006-01-01,,"Baloncesto Superior Nacional","Center (basketball), Power forward (basketball)","Vaqueros de Bayamón","Austrian Basketball Bundesliga, Austrian Basketball Supercup, Baloncesto Superior Nacional, LNB Pro A Leaders Cup, Liga Leumit (basketball), Match des Champions (basketball)"
"Eduardo Mingas",1979-01-29,"Saurimo",,106000.0,1995-01-01,,"Angolan Basketball League","Power forward (basketball)","Petro de Luanda (basketball)","2015 FIBA Africa Clubs Champions Cup"
"Ekpe Udoh",1987-05-20,"Edmond, Oklahoma",,111000.0,2010-01-01,,"EuroCup Basketball, Lega Basket","Center (basketball), Power forward (basketball)","Virtus Bologna","2016–17 Basketbol Süper Ligi, Basketbol Süper Ligi, EuroLeague Final Four MVP, Italian Basketball Supercup, Turkish Basketball Cup, Turkish Basketball Presidential Cup"
"Bojan Dubljević",1991-10-24,"Nikšić",,115000.0,2009-01-01,,"EuroCup Basketball, Liga ACB","Center (basketball), Power forward (basketball)","Valencia Basket","2013–14 Eurocup Basketball, 2018–19 EuroCup Basketball, EuroCup Basketball, EuroCup Basketball All-EuroCup Team, EuroCup Basketball Rising Star"
"Ebaku Akumenzoh",1989-03-07,"Buea",,99000.0,2013-01-01,,"Basketball Africa League","Power forward (basketball)","FAP Basketball","Elite Messieurs"
"Leon Kratzer",1997-02-04,"Bayreuth",,110225.0,2013-01-01,,"Basketball Bundesliga","Center (basketball)","Telekom Baskets Bonn","BBL-Pokal, ProA, ProA Player of the Year"
"Dimitrije Nikolić",1997-08-06,"Republic of Serbia (1992–2006)",,112000.0,2016-01-01,,"Basketball League of Serbia","Center (basketball)","KK Zlatibor","Basketball Cup of Serbia"
"Gaige Prim",1999-04-08,"Aurora, Colorado",2.0574,106596.0,,,"Missouri Valley Conference","Power forward (basketball)","Missouri State Bears basketball","Missouri Valley Conference, National Junior College Athletic Association"
"Hassani Gravett",1996-07-16,"Alabama",1.8796,84823.2,2019-01-01,,"NBA G League","Point guard","Lakeland Magic","Macedonian First League (basketball), North Macedonian Basketball Cup, Southeastern Conference"
"Deryk Ramos",1994-06-14,"São Paulo (state)",1.8796,85276.8,2010-01-01,,"Novo Basquete Brasil","Point guard, Shooting guard","Flamengo Basketball","2018–19 NBB season, Campeonato Carioca Estadual de Basquete, Campeonato Paulista Estadual de Basquete, Liga Sudamericana de Básquetbol, Liga Sudamericana de Básquetbol MVP, NBB All-Star Game, Novo Basquete Brasil, Novo Basquete Brasil awards"
"Dennis Schröder",1993-09-15,"Braunschweig",1.8542,78019.2,2010-01-01,,"National Basketball Association","Point guard","Houston Rockets","Basketball Bundesliga Best German Young Player, Basketball Bundesliga Most Improved Player"
"Deonte Burton (basketball, born 1991)",1991-07-26,"Los Angeles",1.8542,86184.0,2014-01-01,,"NBA G League","Point guard","Salt Lake City Stars","Associated Press, Mountain West Conference, Western Athletic Conference, Western Athletic Conference Men's Basketball Player of the Year"
"Deven Mitchell",1984-10-22,"St. Louis",1.9558,95256.0,2008-01-01,,"Liga Națională (men's basketball)","Small forward","CS Dinamo București (basketball)","Romanian Basketball Cup, ÖBL Most Valuable Player"
"Leandro Bolmaro",2000-09-11,"Argentina",1.9812,90720.0,2017-01-01,,"National Basketball Association","Small forward","Minnesota Timberwolves","ACB Most Spectacular Player, Copa del Rey de Baloncesto, Liga ACB"
"DeJon Jarreau",1998-01-23,"New Orleans",1.9558,83916.0,2021-01-01,,"NBA G League","Point guard, Shooting guard","Capital City Go-Go","American Athletic Conference"
"Heissler Guillent",1986-12-17,"Caracas",1.86055,95256.0,2006-01-01,,"Venezuelan SuperLiga","Point guard","Guaiqueríes de Margarita","2017 FIBA Americas League, FIBA Americas League, FIBA Intercontinental Cup, Liga Sudamericana de Básquetbol, Liga Sudamericana de Básquetbol MVP, Venezuelan SuperLiga, Venezuelan SuperLiga MVP"
"DeMario Mayfield",1991-05-23,"Carnesville, Georgia",1.9558,95256.0,2015-01-01,,"Serie A2 Basket","Small forward","Kleb Basket Ferrara","DBL All-Defense Team"
"Sviatoslav Mykhailiuk",1997-06-10,"Cherkasy",2.0066,92988.0,2018-01-01,,"National Basketball Association","Shooting guard, Small forward","Toronto Raptors","Big 12 Conference"
"Deni Avdija",2001-01-03,"Israel men's national basketball team",2.0574,95256.0,2017-01-01,,"National Basketball Association","Small forward","Washington Wizards","EuroLeague Magic Moment of the Season, FIBA U20 European Championship, Israeli Basketball League Cup, Israeli Basketball Premier League, Israeli Basketball Premier League MVP, Israeli Basketball Premier League Quintet"
"Dimitrios Moraitis",1999-02-03,"Marousi",1.9431,81648.0,2014-01-01,,"Greek Basket League","Point guard, Shooting guard","Peristeri B.C.","Basketball Champions League, FIBA Intercontinental Cup, Greek Basketball Cup, Jordan Brand Classic"
"Derrick Alston Jr.",1997-09-17,"Houston",2.0574,86184.0,2021-01-01,,"NBA G League","Point guard, Small forward","Salt Lake City Stars","Mountain West Conference"
"Leilani Mitchell",1985-06-15,"Richland, Washington",1.651,62596.8,2008-01-01,,"Women's National Basketball Association","Point guard","Washington Mystics","2016 WNBA season, 2018–19 WNBL season, 2020 WNBL season, All-WNBL Team, Mountain West Conference Women's Basketball Player of the Year, WNBA Most Improved Player Award, WNBL Grand Final Most Valuable Player Award, Women's National Basketball League"
"Dimitar Mirakovski",1981-05-14,"Socialist Federal Republic of Yugoslavia",1.778,86184.0,1999-01-01,,"Macedonian First League (basketball)","Point guard","KK Rabotnički","Macedonian Basketball Super Cup, Macedonian First League (basketball), North Macedonian Basketball Cup"
"Bojan Bogdanović",1989-04-18,"Socialist Federal Republic of Yugoslavia",2.0066,102514.0,2004-01-01,,"National Basketball Association","Small forward","Utah Jazz","Basketbol Süper Ligi, HT Premijer liga, Krešimir Ćosić Cup, NBA All-Rookie Team, Turkish Basketball Cup, Turkish Basketball Presidential Cup"
"Earnest Ross",1991-01-27,"Guam",1.9812,102967.0,2014-01-01,,"B.League","Shooting guard, Small forward","Yokohama Excellence","Danish Men's Basketball Cup"
"Sunday Salvacion",1978-12-17,"Tago, Surigao del Sur",1.905,86184.0,2003-01-01,,"Maharlika Pilipinas Basketball League","Coach (sport), Shooting guard, Small forward","Navotas Uni-Pak Sardines","2003 PBA All-Star Weekend, 2004–05 PBA Philippine Cup, 2006–07 PBA Philippine Cup, 2008 PBA Fiesta Conference, 2011 PBA Governors' Cup, List of Philippine Basketball Association champions, NCAA Season 75, NCAA Season 76, National Collegiate Athletic Association (Philippines), Philippine Basketball Association"
"Afik Nissim",1981-01-31,"Rehovot",,83000.0,1998-01-01,,"Liga Leumit (basketball)","Point guard, Shooting guard","Elitzur Yavne B.C.","Czech Republic Basketball Cup, Italian LNP Cup, National Basketball League (Czech Republic)"
"Suad Šehović",1987-02-19,"Bijelo Polje",,100000.0,2005-01-01,,"ABA League, EuroCup Basketball, Prva A Liga","Shooting guard, Small forward","KK Budućnost","2020–21 Prva A liga, ABA League, Montenegrin Basketball Cup, Prva A Liga"
"Hansel Atencia",1997-05-24,"Barrancabermeja",,77000.0,2019-01-01,,"Liga Española de Baloncesto","Point guard","Oviedo CB","National Association of Intercollegiate Athletics"
"Dimitar Karadžovski",1984-10-07,"Skopje",,85000.0,2002-01-01,,"ABA League Second Division, Macedonian First League (basketball)","Point guard","KK Pelister","Macedonian First League (basketball)"
"Edo Murić",1991-11-27,"Slovenia",,98000.0,2008-01-01,,"Premier A Slovenian Basketball League","Small forward","KK Cedevita Olimpija","Slovenian Basketball Cup"
"Branko Cvetković",1984-03-05,"Gračanica, Bosnia and Herzegovina",,102000.0,2001-01-01,,"Second Regional Basketball League (Serbia)","Small forward","KK I Came to Play","FIBA Intercontinental Cup, Radivoj Korać Cup"
"Eli Scott",1999-04-19,"West Covina, California",1.9812,105235.0,,,"West Coast Conference","Shooting guard, Small forward","Loyola Marymount Lions men's basketball","West Coast Conference"
"Boris Tišma",2002-02-20,"Zagreb",,93000.0,,,"ABA League","Small forward","KK Studentski centar","Supercopa de España de Baloncesto"
"Len Komoroski",1960-02-21,"Pittsburgh",,,,,"National Basketball Association","Chief executive officer","Cleveland Cavaliers","Chief operating officer"
"Dimitrios Itoudis",1970-09-08,"Trikala, Imathia",,,,,"EuroLeague","Head coach","PBC CSKA Moscow","EuroLeague"
"Dimitrios Itoudis",1970-09-08,"Trikala, Imathia",,,,,"EuroLeague","Head coach","PBC CSKA Moscow","2000–01 Greek Basket League"
"Dimitrios Itoudis",1970-09-08,"Trikala, Imathia",,,,,"EuroLeague","Head coach","PBC CSKA Moscow","Alexander Gomelsky EuroLeague Coach of the Year, VTB United League Coach of the Year"
"Dimitrios Itoudis",1970-09-08,"Trikala, Imathia",,,,,"VTB United League","Head coach","PBC CSKA Moscow","EuroLeague"
"Dimitrios Itoudis",1970-09-08,"Trikala, Imathia",,,,,"VTB United League","Head coach","PBC CSKA Moscow","2008–09 Euroleague, VTB United League Coach of the Year"
"Tu Holloway",1989-08-21,"Hempstead, New York",1.8288,84823.2,2012-01-01,,"Israeli Basketball Premier League","Point guard","Maccabi Rishon LeZion (basketball)","2011 NCAA Men's Basketball All-Americans, Atlantic 10 Conference, Atlantic 10 Conference Men's Basketball Player of the Year, Baloncesto Superior Nacional, Israeli Basketball State Cup, List of BSN champions, NBA Development League All-Star Game, Pro Basketball League, Sporting News"
"Tywain McKee",1986-03-07,"Philadelphia",1.8796,83916.0,2009-01-01,,"Cyprus Basketball Division A","Point guard, Shooting guard","APOP Paphos B.C.","All-NBL Team, French Basketball Cup, Israeli Basketball Premier League, Mid-Eastern Athletic Conference Men's Basketball Player of the Year, Russian Basketball Cup"
"Denzel Valentine",1993-11-16,"Lansing, Michigan",1.9304,99792.0,2016-01-01,,"NBA G League","Shooting guard","Maine Celtics","Associated Press College Basketball Player of the Year, Big Ten Conference, Big Ten Conference Men's Basketball Player of the Year, Big Ten Men's Basketball Tournament, Julius Erving Award, List of Senior CLASS Award men's basketball winners, Lute Olson Award, NABC Player of the Year, NCAA Men's Basketball All-Americans"
"Boris Dallo",1994-03-12,"France men's national basketball team",1.9558,95256.0,2012-01-01,,"LNB Pro A","Point guard, Shooting guard","Cholet Basket","Basketball League of Serbia"
"Tyler Ennis (basketball)",1994-08-24,"Toronto",1.905,87998.4,2014-01-01,,"Basketball Champions League, Basketbol Süper Ligi","Point guard","Tofaş S.K.","Atlantic Coast Conference, List of All-Atlantic Coast Conference men's basketball teams, Parade All-America Boys Basketball Team, Turkish Basketball Cup"
"DiDi Richards",1999-02-08,"Houston",1.8796,74390.4,2021-01-01,,"Women's National Basketball Association","Shooting guard","New York Liberty","NCAA Division I Women's Basketball Tournament, Naismith Defensive Player of the Year Award, WBCA Defensive Player of the Year, WNBA All-Rookie Team"
"Desmond Bane",1998-06-25,"Richmond, Indiana",1.9558,97524.0,2020-01-01,,"National Basketball Association","Shooting guard","Memphis Grizzlies","Big 12 Conference, NBA All-Rookie Team"
"Brandon Knight (basketball)",1991-12-02,"Miami",1.8796,82555.2,2011-01-01,,"NBA G League","Point guard","Sioux Falls Skyforce","Florida Mr. Basketball, Gatorade Player of the Year awards, McDonald's All-American Game, NBA All-Rookie Team, Parade All-America Boys Basketball Team, Southeastern Conference"
"Brad Newley",1985-02-18,"Adelaide",,96000.0,2002-01-01,,"National Basketball League (Australia)","Shooting guard","Melbourne United","Australian International Player of the Year, Greek Basket League, Lietuvos krepšinio lyga, NBL All-Star Game (Australia)"
"Gary Browne (basketball)",1993-03-24,"Trujillo Alto, Puerto Rico",,88000.0,2015-01-01,,"Basketbol Süper Ligi","Point guard","Petkim Spor","BSN Most Valuable Player Award"
"Gal Mekel",1988-03-04,"Ramat HaSharon",,87000.0,2008-01-01,,"EuroCup Basketball","Point guard","BC Andorra","Israeli Basketball Premier League Quintet"
"Gal Mekel",1988-03-04,"Ramat HaSharon",,87000.0,2008-01-01,,"Liga ACB","Point guard","BC Andorra","2012–13 Israeli Basketball Super League, 2015–16 Israeli Basketball Super League, 2016–17 Israeli Basketball State Cup, Israeli Basketball Premier League, Israeli Basketball Premier League Discovery of the Year, Israeli Basketball Premier League MVP, Israeli Basketball Premier League Quintet, Israeli Basketball State Cup"
"Boy van Vliet",1994-07-13,"Netherlands",,82000.0,2018-01-01,,"BNXT League","Shooting guard","Heroes Den Bosch","DBL Rookie of the Year"
"Branko Mirković",1982-10-05,"Belgrade",,85000.0,2003-01-01,,"Lietuvos krepšinio lyga","Point guard","BC Pieno žvaigždės","2017–18 KML season, 2018–19 Latvian–Estonian Basketball League, Balkan International Basketball League, Belarusian Premier League (basketball), Korvpalli Meistriliiga, National Basketball League (Bulgaria)"
"Aigars Šķēle",1992-12-04,"Riga",,84000.0,2009-01-01,,"Basketball Bundesliga","Shooting guard","S.Oliver Würzburg","2017–18 KML season, Latvian-Estonian Basketball League, Latvijas Basketbola līga"
"Dimitar Karadžovski",1984-10-07,"Socialist Federal Republic of Yugoslavia",,85000.0,2002-01-01,,"ABA League Second Division, Macedonian First League (basketball)","Shooting guard","KK Pelister","Macedonian First League (basketball)"
"Adam Thoseby",1991-11-25,"Victoria (Australia)",,93000.0,2009-01-01,,"NBL1 West","Shooting guard, Small forward","Perry Lakes Hawks","Big V, Peach Belt Conference"
"Adrian Banks",1986-02-09,"Memphis, Tennessee",,88000.0,2008-01-01,,"Lega Basket","Shooting guard","Pallacanestro Trieste","Israeli Basketball Premier League Sixth Man of the Year, Israeli Basketball Premier League Statistical Leaders"
"Henri Drell",2000-04-25,"Tallinn",,85000.0,2015-01-01,,"NBA G League","Shooting guard","Windy City Bulls","Italian Basketball Cup"
"Lisa Berkani",1997-05-19,"Beaumont, Puy-de-Dôme",1.7526,,2014-01-01,,"Ligue Féminine de Basketball","Shooting guard","USO Mondeville","Ligue Féminine de Basketball"
"Leonard Mekaj",1995-02-27,"Serbia and Montenegro",,,2012-01-01,,"Kosovo Basketball Superleague","Point guard","KB Ylli","Balkan International Basketball League"
"Leon Stergar",2000-03-17,"Brežice",,,2016-01-01,,"ABA League, Premier A Slovenian Basketball League","Shooting guard","KK Krka","Slovenian Basketball Cup"
"Boogie Ellis",2000-12-12,"San Diego",1.905,83916.0,,,"Pac-12 Conference","Point guard","USC Trojans men's basketball","American Athletic Conference, Jordan Brand Classic, National Invitation Tournament"
"Lexie Hull",1999-09-13,"Spokane, Washington",1.8542,,,,"Pac-12 Conference","Shooting guard","Stanford Cardinal women's basketball","NCAA Division I Women's Basketball Tournament, Pac-12 Conference"
"Dion Glover",1978-10-22,"Marietta, Georgia",1.9558,102060.0,1999-01-01,2008-01-01,"NBA G League","Coach (sport), Shooting guard","Grand Rapids Gold","Lebanese Basketball League, Parade All-America Boys Basketball Team"
"Henrik Rödl",1969-03-04,"West Germany",2.0066,,1993-01-01,2004-01-01,"EuroCup Basketball","Head coach, Shooting guard, Small forward","Türk Telekom B.K.","List of NCAA Division I men's basketball champions"
"Henrik Rödl",1969-03-04,"Hesse",2.0066,,1993-01-01,2004-01-01,"EuroCup Basketball","Head coach, Shooting guard, Small forward","Türk Telekom B.K.","List of NCAA Division I men's basketball champions"
"Henrik Rödl",1969-03-04,"Offenbach am Main",2.0066,,1993-01-01,2004-01-01,"EuroCup Basketball","Head coach, Shooting guard, Small forward","Türk Telekom B.K.","List of NCAA Division I men's basketball champions"
